DTPinMap,version=2.1:platform=Jaguar:toprow=-1:leftcol=-1:rightcol=-1	Pin Map

	Group Name	Pin Name	Type	Comment
	SOC_DOM2_SOUT	d2_mdqs08_p		# pin function:  soc_dom2_sout079
	SOC_DOM2_SOUT	d2_mdqs08_n		# pin function:  soc_dom2_sout080
	SOC_DOM2_SOUT	d2_mck0_p		# pin function:  soc_dom2_sout081
	SOC_DOM2_SOUT	d2_mck0_n		# pin function:  soc_dom2_sout082
	SOC_DOM2_SOUT	d2_mck1_p		# pin function:  soc_dom2_sout083
	SOC_DOM2_SOUT	d2_mck1_n		# pin function:  soc_dom2_sout084
	SOC_DOM2_SOUT	d2_mck2_p		# pin function:  soc_dom2_sout085
	SOC_DOM2_SOUT	d2_mck2_n		# pin function:  soc_dom2_sout086
	SOC_DOM2_SOUT	d2_mck3_p		# pin function:  soc_dom2_sout087
	SOC_DOM2_SOUT	d2_mck3_n		# pin function:  soc_dom2_sout088
	SOC_DOM2_SOUT	d3_mdqs0_p		# pin function:  soc_dom2_sout089
	SOC_DOM2_SOUT	d3_mdqs0_n		# pin function:  soc_dom2_sout090
	SOC_DOM2_SOUT	d3_mdqs1_p		# pin function:  soc_dom2_sout091
	SOC_DOM2_SOUT	d3_mdqs1_n		# pin function:  soc_dom2_sout092
	SOC_DOM2_SOUT	d3_mdqs2_p		# pin function:  soc_dom2_sout093
	SOC_DOM2_SOUT	d3_mdqs2_n		# pin function:  soc_dom2_sout094
	SOC_DOM2_SOUT	d3_mdqs3_p		# pin function:  soc_dom2_sout095
	SOC_DOM2_SOUT	d3_mdqs3_n		# pin function:  soc_dom2_sout096
	SOC_DOM2_SOUT	d3_mdqs8_p		# pin function:  soc_dom2_sout097
	SOC_DOM2_SOUT	d3_mdqs8_n		# pin function:  soc_dom2_sout098
	SOC_DOM2_SOUT	d3_mck0_p		# pin function:  soc_dom2_sout099
	SOC_DOM2_SOUT	d3_mck0_n		# pin function:  soc_dom2_sout100
	SOC_DOM2_SOUT	d3_mck1_p		# pin function:  soc_dom2_sout101
	SOC_DOM2_SOUT	d3_mck1_n		# pin function:  soc_dom2_sout102
	SOC_DOM2_SOUT	d3_mdm1		# pin function:  soc_dom2_sout414
	SOC_DOM2_SOUT	d3_mdq08		# pin function:  soc_dom2_sout415
	SOC_DOM2_SOUT	d3_mdq09		# pin function:  soc_dom2_sout416
	SOC_DOM2_SOUT	d3_mdq10		# pin function:  soc_dom2_sout417
	SOC_DOM2_SOUT	d3_mdq11		# pin function:  soc_dom2_sout418
	SOC_DOM2_SOUT	d3_mdq12		# pin function:  soc_dom2_sout419
	SOC_DOM2_SOUT	d3_mdq13		# pin function:  soc_dom2_sout420
	SOC_DOM2_SOUT	d3_mdq14		# pin function:  soc_dom2_sout421
	SOC_DOM2_SOUT	d3_mdq15		# pin function:  soc_dom2_sout422
	SOC_DOM2_SOUT	d3_mdm2		# pin function:  soc_dom2_sout423
	SOC_DOM2_SOUT	d3_mdq16		# pin function:  soc_dom2_sout424
	SOC_DOM2_SOUT	d3_mdq17		# pin function:  soc_dom2_sout425
	SOC_DOM2_SOUT	d3_mdq18		# pin function:  soc_dom2_sout426
	SOC_DOM2_SOUT	d3_mdq19		# pin function:  soc_dom2_sout427
	SOC_DOM2_SOUT	d3_mdq20		# pin function:  soc_dom2_sout428
	SOC_DOM2_SOUT	d3_mdq21		# pin function:  soc_dom2_sout429
	SOC_DOM2_SOUT	d3_mdq22		# pin function:  soc_dom2_sout430
	SOC_DOM2_SOUT	d3_mdq23		# pin function:  soc_dom2_sout431
	SOC_DOM2_SOUT	d3_mdm3		# pin function:  soc_dom2_sout432
	SOC_DOM2_SOUT	d3_mdq24		# pin function:  soc_dom2_sout433
	SOC_DOM2_SOUT	d3_mdq25		# pin function:  soc_dom2_sout434
	SOC_DOM2_SOUT	d3_mdq26		# pin function:  soc_dom2_sout435
	SOC_DOM2_SOUT	d3_mdq27		# pin function:  soc_dom2_sout436
	SOC_DOM2_SOUT	d3_mdq28		# pin function:  soc_dom2_sout437
	SOC_DOM2_SOUT	d3_mdq29		# pin function:  soc_dom2_sout438
	SOC_DOM2_SOUT	d3_mdq30		# pin function:  soc_dom2_sout439
	SOC_DOM2_SOUT	d3_mdq31		# pin function:  soc_dom2_sout440
	SOC_DOM2_SOUT	d3_mecc0		# pin function:  soc_dom2_sout441
	SOC_DOM2_SOUT	d3_mecc1		# pin function:  soc_dom2_sout442
	SOC_DOM2_SOUT	d3_mecc2		# pin function:  soc_dom2_sout443
	SOC_DOM2_SOUT	d3_mecc3		# pin function:  soc_dom2_sout444
	SOC_DOM2_SOUT	d3_mdm8		# pin function:  soc_dom2_sout445
	SOC_DOM2_SOUT	d3_malert_b		# pin function:  soc_dom2_sout446
	SOC_DOM2_SOUT	d3_mpar		# pin function:  soc_dom2_sout447
	SOC_DOM2_SOUT	d3_mcs0_b		# pin function:  soc_dom2_sout448
	SOC_DOM2_SOUT	d3_mcs1_b		# pin function:  soc_dom2_sout449
	SOC_DOM2_SOUT	d3_mcs2_b		# pin function:  soc_dom2_sout450
	SOC_DOM2_SOUT	d3_mcs3_b		# pin function:  soc_dom2_sout451
	SOC_DOM2_SOUT	d3_mba0		# pin function:  soc_dom2_sout452
	SOC_DOM2_SOUT	d3_mba1		# pin function:  soc_dom2_sout453
	SOC_DOM2_SOUT	d3_mbg0		# pin function:  soc_dom2_sout454
	SOC_DOM2_SOUT	d3_mras_b		# pin function:  soc_dom2_sout455
	SOC_DOM2_SOUT	d3_mcas_b		# pin function:  soc_dom2_sout456
	SOC_DOM2_SOUT	d3_mwe_b		# pin function:  soc_dom2_sout457
	SOC_DOM2_SOUT	d3_ma08		# pin function:  soc_dom2_sout458
	SOC_DOM2_SOUT	d3_ma09		# pin function:  soc_dom2_sout459
	SOC_DOM2_SOUT	d3_ma10		# pin function:  soc_dom2_sout460
	SOC_DOM2_SOUT	d3_ma11		# pin function:  soc_dom2_sout461
	SOC_DOM2_SOUT	d3_ma12		# pin function:  soc_dom2_sout462
	SOC_DOM2_SOUT	d3_ma13		# pin function:  soc_dom2_sout463
	SOC_DOM2_SOUT	d3_mbg1		# pin function:  soc_dom2_sout464
	SOC_DOM2_SOUT	d3_mact_b		# pin function:  soc_dom2_sout465
	SOC_DOM2_SOUT	d3_ma00		# pin function:  soc_dom2_sout466
	SOC_DOM2_SOUT	d3_ma01		# pin function:  soc_dom2_sout467
	SOC_DOM2_SOUT	d3_ma02		# pin function:  soc_dom2_sout468
	SOC_DOM2_SOUT	d3_ma03		# pin function:  soc_dom2_sout469
	SOC_DOM2_SOUT	d3_ma04		# pin function:  soc_dom2_sout470
	SOC_DOM2_SOUT	d3_ma05		# pin function:  soc_dom2_sout471
	SOC_DOM2_SOUT	d3_ma06		# pin function:  soc_dom2_sout472
	SOC_DOM2_SOUT	d3_ma07		# pin function:  soc_dom2_sout473
	SOC_DOM3_SIN	tdi	I/O	# pin function:  soc_dom3_sin000
	SOC_DOM3_SIN	usb1_drvvbus		# pin function:  soc_dom3_sin002
	SOC_DOM3_SIN	iic1_scl		# pin function:  soc_dom3_sin003
	SOC_DOM3_SIN	iic1_sda		# pin function:  soc_dom3_sin004
	SOC_DOM3_SIN	iic2_scl		# pin function:  soc_dom3_sin005
	SOC_DOM3_SIN	iic2_sda		# pin function:  soc_dom3_sin006
	SOC_DOM3_SIN	iic3_scl		# pin function:  soc_dom3_sin007
	SOC_DOM3_SIN	iic3_sda		# pin function:  soc_dom3_sin008
	SOC_DOM3_SIN	iic4_scl		# pin function:  soc_dom3_sin009
	SOC_DOM3_SIN	iic4_sda		# pin function:  soc_dom3_sin010
	SOC_DOM3_SIN	ckstp_out_b		# pin function:  soc_dom3_sin011
	SOC_DOM3_SIN	d1_mdq00		# pin function:  soc_dom3_sin012
	SOC_DOM3_SIN	d1_mdq01		# pin function:  soc_dom3_sin013
	SOC_DOM3_SIN	d1_mdq02		# pin function:  soc_dom3_sin014
	SOC_DOM3_SIN	d1_mdq03		# pin function:  soc_dom3_sin015
	SOC_DOM3_SIN	d1_mdq04		# pin function:  soc_dom3_sin016
	SOC_DOM3_SIN	d1_mdq05		# pin function:  soc_dom3_sin017
	SOC_DOM3_SIN	d1_mdq06		# pin function:  soc_dom3_sin018
	SOC_DOM3_SIN	d1_mdq07		# pin function:  soc_dom3_sin019
	SOC_DOM3_SIN	d1_mdq08		# pin function:  soc_dom3_sin020
	SOC_DOM3_SIN	d1_mdq09		# pin function:  soc_dom3_sin021
	SOC_DOM3_SIN	d1_mdq10		# pin function:  soc_dom3_sin022
	SOC_DOM3_SIN	d1_mdq11		# pin function:  soc_dom3_sin023
	SOC_DOM3_SIN	d1_mdq12		# pin function:  soc_dom3_sin024
	SOC_DOM3_SIN	d1_mdq13		# pin function:  soc_dom3_sin025
	SOC_DOM3_SIN	d1_mdq14		# pin function:  soc_dom3_sin026
	SOC_DOM3_SIN	d1_mdq15		# pin function:  soc_dom3_sin027
	SOC_DOM3_SIN	d1_mdq16		# pin function:  soc_dom3_sin028
	SOC_DOM3_SIN	d1_mdq17		# pin function:  soc_dom3_sin029
	SOC_DOM3_SIN	d1_mdq18		# pin function:  soc_dom3_sin030
	SOC_DOM3_SIN	d1_mdq19		# pin function:  soc_dom3_sin031
	SOC_DOM3_SIN	d1_mdq20		# pin function:  soc_dom3_sin032
	SOC_DOM3_SIN	d1_mdq21		# pin function:  soc_dom3_sin033
	SOC_DOM3_SIN	d1_mdq22		# pin function:  soc_dom3_sin034
	SOC_DOM3_SIN	d1_mdq23		# pin function:  soc_dom3_sin035
	SOC_DOM3_SIN	d1_mdq24		# pin function:  soc_dom3_sin036
	SOC_DOM3_SIN	d1_mdq25		# pin function:  soc_dom3_sin037
	SOC_DOM3_SIN	d1_mdq26		# pin function:  soc_dom3_sin038
	SOC_DOM3_SIN	d1_mdq27		# pin function:  soc_dom3_sin039
	SOC_DOM3_SIN	d1_mdq28		# pin function:  soc_dom3_sin040
	SOC_DOM3_SIN	d1_mdq29		# pin function:  soc_dom3_sin041
	SOC_DOM3_SIN	d1_mdq30		# pin function:  soc_dom3_sin042
	SOC_DOM3_SIN	d1_mdq31		# pin function:  soc_dom3_sin043
	SOC_DOM3_SIN	d1_mdq32		# pin function:  soc_dom3_sin044
	SOC_DOM3_SIN	d1_mdq33		# pin function:  soc_dom3_sin045
	SOC_DOM3_SIN	d1_mdq34		# pin function:  soc_dom3_sin046
	SOC_DOM3_SIN	d1_mdq35		# pin function:  soc_dom3_sin047
	SOC_DOM3_SIN	d1_mdq36		# pin function:  soc_dom3_sin048
	SOC_DOM3_SIN	d1_mdq37		# pin function:  soc_dom3_sin049
	SOC_DOM3_SIN	d1_mdq38		# pin function:  soc_dom3_sin050
	SOC_DOM3_SIN	d1_mdq39		# pin function:  soc_dom3_sin051
	SOC_DOM3_SIN	d1_mdq40		# pin function:  soc_dom3_sin052
	SOC_DOM3_SIN	d1_mdq41		# pin function:  soc_dom3_sin053
	SOC_DOM3_SIN	d1_mdq42		# pin function:  soc_dom3_sin054
	SOC_DOM3_SIN	d1_mdq43		# pin function:  soc_dom3_sin055
	SOC_DOM3_SIN	d1_mdq44		# pin function:  soc_dom3_sin056
	SOC_DOM3_SIN	d1_mdq45		# pin function:  soc_dom3_sin057
	SOC_DOM3_SIN	d1_mdq46		# pin function:  soc_dom3_sin058
	SOC_DOM3_SIN	d1_mdq47		# pin function:  soc_dom3_sin059
	SOC_DOM3_SIN	d1_mdq48		# pin function:  soc_dom3_sin060
	SOC_DOM3_SIN	d1_mdq49		# pin function:  soc_dom3_sin061
	SOC_DOM3_SIN	d1_mdq50		# pin function:  soc_dom3_sin062
	SOC_DOM3_SIN	d1_mdq51		# pin function:  soc_dom3_sin063
	SOC_DOM3_SIN	d1_mdq52		# pin function:  soc_dom3_sin064
	SOC_DOM3_SIN	d1_mdq53		# pin function:  soc_dom3_sin065
	SOC_DOM3_SIN	d1_mdq54		# pin function:  soc_dom3_sin066
	SOC_DOM3_SIN	d1_mdq55		# pin function:  soc_dom3_sin067
	SOC_DOM3_SIN	d1_mdq56		# pin function:  soc_dom3_sin068
	SOC_DOM3_SIN	d1_mdq57		# pin function:  soc_dom3_sin069
	SOC_DOM3_SIN	d1_mdq58		# pin function:  soc_dom3_sin070
	SOC_DOM3_SIN	d1_mdq59		# pin function:  soc_dom3_sin071
	SOC_DOM3_SIN	d1_mdq60		# pin function:  soc_dom3_sin072
	SOC_DOM3_SIN	d1_mdq61		# pin function:  soc_dom3_sin073
	SOC_DOM3_SIN	d1_mdq62		# pin function:  soc_dom3_sin074
	SOC_DOM3_SIN	d1_mdq63		# pin function:  soc_dom3_sin075
	SOC_DOM3_SIN	d1_mecc0		# pin function:  soc_dom3_sin076
	SOC_DOM3_SIN	d1_mecc1		# pin function:  soc_dom3_sin077
	SOC_DOM3_SIN	d1_mecc2		# pin function:  soc_dom3_sin078
	SOC_DOM3_SIN	d1_mecc3		# pin function:  soc_dom3_sin079
	SOC_DOM3_SIN	d1_mecc4		# pin function:  soc_dom3_sin080
	SOC_DOM3_SIN	d1_mecc5		# pin function:  soc_dom3_sin081
	SOC_DOM3_SIN	d1_mecc6		# pin function:  soc_dom3_sin082
	SOC_DOM3_SIN	d1_mecc7		# pin function:  soc_dom3_sin083
	SOC_DOM3_SIN	d1_malert_b		# pin function:  soc_dom3_sin084
	SOC_DOM3_SIN	d1_mpar		# pin function:  soc_dom3_sin085
	SOC_DOM3_SIN	d1_ma17		# pin function:  soc_dom3_sin086
	SOC_DOM3_SIN	d1_mcas_b		# pin function:  soc_dom3_sin087
	SOC_DOM3_SIN	d1_mcs0_b		# pin function:  soc_dom3_sin088
	SOC_DOM3_SIN	d1_mcs1_b		# pin function:  soc_dom3_sin089
	SOC_DOM3_SIN	d1_mcs2_b		# pin function:  soc_dom3_sin090
	SOC_DOM3_SIN	d1_mcs3_b		# pin function:  soc_dom3_sin091
	SOC_DOM3_SIN	d1_mras_b		# pin function:  soc_dom3_sin092
	SOC_DOM3_SIN	d1_mwe_b		# pin function:  soc_dom3_sin093
	SOC_DOM3_SIN	d1_mba0		# pin function:  soc_dom3_sin094
	SOC_DOM3_SIN	d1_mba1		# pin function:  soc_dom3_sin095
	SOC_DOM3_SIN	d1_mbg0		# pin function:  soc_dom3_sin096
	SOC_DOM3_SIN	d1_ma08		# pin function:  soc_dom3_sin097
	SOC_DOM3_SIN	d1_ma09		# pin function:  soc_dom3_sin098
	SOC_DOM3_SIN	d1_ma10		# pin function:  soc_dom3_sin099
	SOC_DOM3_SIN	d1_ma11		# pin function:  soc_dom3_sin100
	SOC_DOM3_SIN	d1_ma12		# pin function:  soc_dom3_sin101
	SOC_DOM3_SIN	d1_ma13		# pin function:  soc_dom3_sin102
	SOC_DOM3_SIN	d1_mbg1		# pin function:  soc_dom3_sin103
	SOC_DOM3_SIN	d1_mact_b		# pin function:  soc_dom3_sin104
	SOC_DOM3_SIN	d1_ma00		# pin function:  soc_dom3_sin105
	SOC_DOM3_SIN	d1_ma01		# pin function:  soc_dom3_sin106
	SOC_DOM3_SIN	d1_ma02		# pin function:  soc_dom3_sin107
	SOC_DOM3_SIN	d1_ma03		# pin function:  soc_dom3_sin108
	SOC_DOM3_SIN	d1_ma04		# pin function:  soc_dom3_sin109
	SOC_DOM3_SIN	d1_ma05		# pin function:  soc_dom3_sin110
	SOC_DOM3_SIN	d1_ma06		# pin function:  soc_dom3_sin111
	SOC_DOM3_SIN	d1_ma07		# pin function:  soc_dom3_sin112
	SOC_DOM3_SIN	d1_mcke0		# pin function:  soc_dom3_sin113
	SOC_DOM3_SIN	d1_mcke1		# pin function:  soc_dom3_sin114
	SOC_DOM3_SIN	d1_mcke2		# pin function:  soc_dom3_sin115
	SOC_DOM3_SIN	d1_mcke3		# pin function:  soc_dom3_sin116
	SOC_DOM3_SIN	d1_modt0		# pin function:  soc_dom3_sin117
	SOC_DOM3_SIN	d1_modt1		# pin function:  soc_dom3_sin118
	SOC_DOM3_SIN	d1_modt2		# pin function:  soc_dom3_sin119
	SOC_DOM3_SIN	d1_modt3		# pin function:  soc_dom3_sin120
	SOC_DOM3_SIN	d2_mdq00		# pin function:  soc_dom3_sin121
	SOC_DOM3_SIN	d2_mdq01		# pin function:  soc_dom3_sin122
	SOC_DOM3_SIN	d2_mdq02		# pin function:  soc_dom3_sin123
	SOC_DOM3_SIN	d2_mdq03		# pin function:  soc_dom3_sin124
	SOC_DOM3_SIN	d2_mdq04		# pin function:  soc_dom3_sin125
	SOC_DOM3_SIN	d2_mdq05		# pin function:  soc_dom3_sin126
	SOC_DOM3_SIN	d2_mdq06		# pin function:  soc_dom3_sin127
	SOC_DOM3_SIN	d2_mdq07		# pin function:  soc_dom3_sin128
	SOC_DOM3_SIN	d2_mdq08		# pin function:  soc_dom3_sin129
	SOC_DOM3_SIN	d2_mdq09		# pin function:  soc_dom3_sin130
	SOC_DOM3_SIN	d2_mdq10		# pin function:  soc_dom3_sin131
	SOC_DOM3_SIN	d2_mdq11		# pin function:  soc_dom3_sin132
	SOC_DOM3_SIN	d2_mdq12		# pin function:  soc_dom3_sin133
	SOC_DOM3_SIN	d2_mdq13		# pin function:  soc_dom3_sin134
	SOC_DOM3_SIN	d2_mdq14		# pin function:  soc_dom3_sin135
	SOC_DOM3_SIN	d2_mdq15		# pin function:  soc_dom3_sin136
	SOC_DOM3_SIN	d2_mdq16		# pin function:  soc_dom3_sin137
	SOC_DOM3_SIN	d2_mdq17		# pin function:  soc_dom3_sin138
	SOC_DOM3_SIN	d2_mdq18		# pin function:  soc_dom3_sin139
	SOC_DOM3_SIN	d2_mdq19		# pin function:  soc_dom3_sin140
	SOC_DOM3_SIN	d2_mdq20		# pin function:  soc_dom3_sin141
	SOC_DOM3_SIN	d2_mdq21		# pin function:  soc_dom3_sin142
	SOC_DOM3_SIN	d2_mdq22		# pin function:  soc_dom3_sin143
	SOC_DOM3_SIN	d2_mdq23		# pin function:  soc_dom3_sin144
	SOC_DOM3_SIN	d2_mdq24		# pin function:  soc_dom3_sin145
	SOC_DOM3_SIN	d2_mdq25		# pin function:  soc_dom3_sin146
	SOC_DOM3_SIN	d2_mdq26		# pin function:  soc_dom3_sin147
	SOC_DOM3_SIN	d2_mdq27		# pin function:  soc_dom3_sin148
	SOC_DOM3_SIN	d2_mdq28		# pin function:  soc_dom3_sin149
	SOC_DOM3_SIN	d2_mdq29		# pin function:  soc_dom3_sin150
	SOC_DOM3_SIN	d2_mdq30		# pin function:  soc_dom3_sin151
	SOC_DOM3_SIN	d2_mdq31		# pin function:  soc_dom3_sin152
	SOC_DOM3_SIN	d2_mdq32		# pin function:  soc_dom3_sin153
	SOC_DOM3_SIN	d2_mdq33		# pin function:  soc_dom3_sin154
	SOC_DOM3_SIN	d2_mdq34		# pin function:  soc_dom3_sin155
	SOC_DOM3_SIN	d2_mdq35		# pin function:  soc_dom3_sin156
	SOC_DOM3_SIN	d2_mdq36		# pin function:  soc_dom3_sin157
	SOC_DOM3_SIN	d2_mdq37		# pin function:  soc_dom3_sin158
	SOC_DOM3_SIN	d2_mdq38		# pin function:  soc_dom3_sin159
	SOC_DOM3_SIN	d2_mdq39		# pin function:  soc_dom3_sin160
	SOC_DOM3_SIN	d2_mdq40		# pin function:  soc_dom3_sin161
	SOC_DOM3_SIN	d2_mdq41		# pin function:  soc_dom3_sin162
	SOC_DOM3_SIN	d2_mdq42		# pin function:  soc_dom3_sin163
	SOC_DOM3_SIN	d2_mdq43		# pin function:  soc_dom3_sin164
	SOC_DOM3_SIN	d2_mdq44		# pin function:  soc_dom3_sin165
	SOC_DOM3_SIN	d2_mdq45		# pin function:  soc_dom3_sin166
	SOC_DOM3_SIN	d2_mdq46		# pin function:  soc_dom3_sin167
	SOC_DOM3_SIN	d2_mdq47		# pin function:  soc_dom3_sin168
	SOC_DOM3_SIN	d2_mdq48		# pin function:  soc_dom3_sin169
	SOC_DOM3_SIN	d2_mdq49		# pin function:  soc_dom3_sin170
	SOC_DOM3_SIN	d2_mdq50		# pin function:  soc_dom3_sin171
	SOC_DOM3_SIN	d2_mdq51		# pin function:  soc_dom3_sin172
	SOC_DOM3_SIN	d2_mdq52		# pin function:  soc_dom3_sin173
	SOC_DOM3_SIN	d2_mdq53		# pin function:  soc_dom3_sin174
	SOC_DOM3_SIN	d2_mdq54		# pin function:  soc_dom3_sin175
	SOC_DOM3_SIN	d2_mdq55		# pin function:  soc_dom3_sin176
	SOC_DOM3_SIN	d2_mdq56		# pin function:  soc_dom3_sin177
	SOC_DOM3_SIN	d2_mdq57		# pin function:  soc_dom3_sin178
	SOC_DOM3_SIN	d2_mdq58		# pin function:  soc_dom3_sin179
	SOC_DOM3_SIN	d2_mdq59		# pin function:  soc_dom3_sin180
	SOC_DOM3_SIN	d2_mdq60		# pin function:  soc_dom3_sin181
	SOC_DOM3_SIN	d2_mdq61		# pin function:  soc_dom3_sin182
	SOC_DOM3_SIN	d2_mdq62		# pin function:  soc_dom3_sin183
	SOC_DOM3_SIN	d2_mdq63		# pin function:  soc_dom3_sin184
	SOC_DOM3_SIN	d2_mecc0		# pin function:  soc_dom3_sin185
	SOC_DOM3_SIN	d2_mecc1		# pin function:  soc_dom3_sin186
	SOC_DOM3_SIN	d2_mecc2		# pin function:  soc_dom3_sin187
	SOC_DOM3_SIN	d2_mecc3		# pin function:  soc_dom3_sin188
	SOC_DOM3_SIN	d2_mecc4		# pin function:  soc_dom3_sin189
	SOC_DOM3_SIN	d2_mecc5		# pin function:  soc_dom3_sin190
	SOC_DOM3_SIN	d2_mecc6		# pin function:  soc_dom3_sin191
	SOC_DOM3_SIN	d2_mecc7		# pin function:  soc_dom3_sin192
	SOC_DOM3_SIN	d2_malert_b		# pin function:  soc_dom3_sin193
	SOC_DOM3_SIN	d2_mpar		# pin function:  soc_dom3_sin194
	SOC_DOM3_SIN	d2_ma17		# pin function:  soc_dom3_sin195
	SOC_DOM3_SIN	d2_mcas_b		# pin function:  soc_dom3_sin196
	SOC_DOM3_SIN	d2_mcs0_b		# pin function:  soc_dom3_sin197
	SOC_DOM3_SIN	d2_mcs1_b		# pin function:  soc_dom3_sin198
	SOC_DOM3_SIN	d2_mcs2_b		# pin function:  soc_dom3_sin199
	SOC_DOM3_SIN	d2_mcs3_b		# pin function:  soc_dom3_sin200
	SOC_DOM3_SIN	d2_mras_b		# pin function:  soc_dom3_sin201
	SOC_DOM3_SIN	d2_mwe_b		# pin function:  soc_dom3_sin202
	SOC_DOM3_SIN	d2_mba0		# pin function:  soc_dom3_sin203
	SOC_DOM3_SIN	d2_mba1		# pin function:  soc_dom3_sin204
	SOC_DOM3_SIN	d2_mbg0		# pin function:  soc_dom3_sin205
	SOC_DOM3_SIN	d2_ma08		# pin function:  soc_dom3_sin206
	SOC_DOM3_SIN	d2_ma09		# pin function:  soc_dom3_sin207
	SOC_DOM3_SIN	d2_ma10		# pin function:  soc_dom3_sin208
	SOC_DOM3_SIN	d2_ma11		# pin function:  soc_dom3_sin209
	SOC_DOM3_SIN	d2_ma12		# pin function:  soc_dom3_sin210
	SOC_DOM3_SIN	d2_ma13		# pin function:  soc_dom3_sin211
	SOC_DOM3_SIN	d2_mbg1		# pin function:  soc_dom3_sin212
	SOC_DOM3_SIN	d2_mact_b		# pin function:  soc_dom3_sin213
	SOC_DOM3_SIN	d2_ma00		# pin function:  soc_dom3_sin214
	SOC_DOM3_SIN	d2_ma01		# pin function:  soc_dom3_sin215
	SOC_DOM3_SIN	d2_ma02		# pin function:  soc_dom3_sin216
	SOC_DOM3_SIN	d2_ma03		# pin function:  soc_dom3_sin217
	SOC_DOM3_SIN	d2_ma04		# pin function:  soc_dom3_sin218
	SOC_DOM3_SIN	d2_ma05		# pin function:  soc_dom3_sin219
	SOC_DOM3_SIN	d2_ma06		# pin function:  soc_dom3_sin220
	SOC_DOM3_SIN	d2_ma07		# pin function:  soc_dom3_sin221
	SOC_DOM3_SIN	d2_mcke0		# pin function:  soc_dom3_sin222
	SOC_DOM3_SIN	d2_mcke1		# pin function:  soc_dom3_sin223
	SOC_DOM3_SIN	d2_mcke2		# pin function:  soc_dom3_sin224
	SOC_DOM3_SIN	d2_mcke3		# pin function:  soc_dom3_sin225
	SOC_DOM3_SIN	d2_modt0		# pin function:  soc_dom3_sin226
	SOC_DOM3_SIN	d2_modt1		# pin function:  soc_dom3_sin227
	SOC_DOM3_SIN	d2_modt2		# pin function:  soc_dom3_sin228
	SOC_DOM3_SIN	d2_modt3		# pin function:  soc_dom3_sin229
	SOC_DOM3_SIN	ifc_ad07		# pin function:  soc_dom3_sin230
	SOC_DOM3_SIN	ifc_ad06		# pin function:  soc_dom3_sin231
	SOC_DOM3_SIN	ifc_ad05		# pin function:  soc_dom3_sin232
	SOC_DOM3_SIN	ifc_ad04		# pin function:  soc_dom3_sin233
	SOC_DOM3_SIN	ifc_ad03		# pin function:  soc_dom3_sin234
	SOC_DOM3_SIN	ifc_ad02		# pin function:  soc_dom3_sin235
	SOC_DOM3_SIN	ifc_ad01		# pin function:  soc_dom3_sin236
	SOC_DOM3_SIN	ifc_ad00		# pin function:  soc_dom3_sin237
	SOC_DOM3_SIN	ifc_ad15		# pin function:  soc_dom3_sin238
	SOC_DOM3_SIN	ifc_ad14		# pin function:  soc_dom3_sin239
	SOC_DOM3_SIN	ifc_ad13		# pin function:  soc_dom3_sin240
	SOC_DOM3_SIN	ifc_ad12		# pin function:  soc_dom3_sin241
	SOC_DOM3_SIN	ifc_ad11		# pin function:  soc_dom3_sin242
	SOC_DOM3_SIN	ifc_ad10		# pin function:  soc_dom3_sin243
	SOC_DOM3_SIN	ifc_ad09		# pin function:  soc_dom3_sin244
	SOC_DOM3_SIN	ifc_ad08		# pin function:  soc_dom3_sin245
	SOC_DOM3_SIN	ifc_a00		# pin function:  soc_dom3_sin246
	SOC_DOM3_SIN	ifc_a01		# pin function:  soc_dom3_sin247
	SOC_DOM3_SIN	ifc_a02		# pin function:  soc_dom3_sin248
	SOC_DOM3_SIN	ifc_a03		# pin function:  soc_dom3_sin249
	SOC_DOM3_SIN	ifc_a04		# pin function:  soc_dom3_sin250
	SOC_DOM3_SIN	ifc_a05		# pin function:  soc_dom3_sin251
	SOC_DOM3_SIN	ifc_a06		# pin function:  soc_dom3_sin252
	SOC_DOM3_SIN	ifc_a07		# pin function:  soc_dom3_sin253
	SOC_DOM3_SIN	ifc_a08		# pin function:  soc_dom3_sin254
	SOC_DOM3_SIN	ifc_a09		# pin function:  soc_dom3_sin255
	SOC_DOM3_SIN	ifc_a10		# pin function:  soc_dom3_sin256
	SOC_DOM3_SIN	ifc_a11		# pin function:  soc_dom3_sin257
	SOC_DOM3_SIN	ifc_par0		# pin function:  soc_dom3_sin258
	SOC_DOM3_SIN	ifc_par1		# pin function:  soc_dom3_sin259
	SOC_DOM3_SIN	ifc_cs0_b		# pin function:  soc_dom3_sin260
	SOC_DOM3_SIN	ifc_cs1_b		# pin function:  soc_dom3_sin261
	SOC_DOM3_SIN	ifc_cs2_b		# pin function:  soc_dom3_sin262
	SOC_DOM3_SIN	ifc_cs3_b		# pin function:  soc_dom3_sin263
	SOC_DOM3_SIN	ifc_we0_b		# pin function:  soc_dom3_sin264
	SOC_DOM3_SIN	ifc_bctl		# pin function:  soc_dom3_sin265
	SOC_DOM3_SIN	ifc_te		# pin function:  soc_dom3_sin266
	SOC_DOM3_SIN	ifc_nddqs		# pin function:  soc_dom3_sin267
	SOC_DOM3_SIN	ifc_ale		# pin function:  soc_dom3_sin268
	SOC_DOM3_SIN	ifc_cle		# pin function:  soc_dom3_sin269
	SOC_DOM3_SIN	ifc_oe_b		# pin function:  soc_dom3_sin270
